Transaction_ID,Card_Type,Merchant_Category,Transaction_Amount,Transaction_DateTime,City,Country,Cardholder_Age,Cardholder_Gender,Cardholder_Monthly_Income,Cardholder_Average_Spend,Credit_Limit,Device_Type,Day_of_Week,Is_Fraudulent
O594OV10,American Express,Utility bill,9541.00,09-01-2023 08:29,New York,USA,63,Female,15147,5569.098,15000,Unknown,Monday,Yes
X181NQ98,Mastercard,Healthcare,6788.60,09-01-2023 09:12,Berlin,Germany,77,Male,13274,6813.938,10000,Unknown,Monday,No
C960LA65,American Express,Healthcare,9686.80,09-01-2023 13:11,Hong Kong,China,52,Male,7345,7215.863,10000,Unknown,Monday,Yes
W163DG33,Mastercard,Entertainment,19870.70,10-01-2023 17:44,Shanghai,China,48,Male,28589,16543.639,20000,Mobile,Tuesday,No
O902TD55,Visa,Healthcare,9283.80,10-01-2023 18:44,Chicago,USA,79,Male,8562,6202.908,10000,Point-of-Sale Terminal,Tuesday,Yes
L655UP14,Mastercard,Transportation,18663.30,11-01-2023 09:29,Berlin,Germany,23,Female,23962,17614.029,20000,Point-of-Sale Terminal,Wednesday,No
X528NG36,UnionPay,Utility bill,3011.00,12-01-2023 03:00,New York,USA,63,Male,24001,3959.339,20000,Unknown,Thursday,No
H420BM71,Visa,Healthcare,7046.30,12-01-2023 06:55,Berlin,Germany,25,Male,18068,7518.295,15000,Desktop,Thursday,No
B119TM54,Visa,Retail,2814.00,12-01-2023 08:12,Toronto,Canada,50,Female,4920,1522.934,5000,Unknown,Thursday,No
U132OE59,American Express,Retail,3496.40,12-01-2023 13:17,Mumbai,India,53,Male,15234,2443.725,20000,Unknown,Thursday,No
S369SW97,American Express,Entertainment,13085.60,13-01-2023 03:44,New York,USA,20,Female,16452,9161.852,20000,Contactless Payment Device,Friday,No
I938TY41,Visa,Transportation,6786.50,13-01-2023 04:23,Sydney,Australia,71,Female,19253,8295.585,15000,Unknown,Friday,Yes
Z668SN41,American Express,Online Shopping,14574.70,13-01-2023 06:43,Tokyo,Japan,40,Male,15153,9818.107,15000,Mobile,Friday,No
I374NZ87,Visa,Entertainment,16965.60,13-01-2023 07:49,Paris,France,64,Male,,6957.975,20000,Point-of-Sale Terminal,Friday,No
M208NK39,Visa,Retail,3802.10,13-01-2023 23:21,Shanghai,China,69,Male,5409,2387.463,5000,Contactless Payment Device,Friday,No
D571TQ75,Visa,Dining,2966.20,14-01-2023 01:06,Paris,France,66,Female,7267,2433.39,10000,Mobile,Saturday,Yes
J143PC13,Mastercard,Online Shopping,2866.40,14-01-2023 01:47,New York,USA,31,Female,8387,1268.612,10000,Desktop,Saturday,No
K666IU78,American Express,Transportation,17626.50,14-01-2023 04:30,Shanghai,China,59,Male,,17808.214,20000,Desktop,Saturday,No
S654WV78,Mastercard,Utility bill,8856.00,15-01-2023 15:32,Paris,France,64,Female,26300,7897.007,20000,Mobile,Sunday,No
Q625SX85,Mastercard,Utility bill,5342.90,15-01-2023 19:39,Tokyo,Japan,69,Male,11240,4969.451,10000,Contactless Payment Device,Sunday,No
Y499NW34,Visa,Dining,8953.80,15-01-2023 21:39,New York,USA,48,Male,12281,5165.129,10000,Point-of-Sale Terminal,Sunday,No
X663FU59,UnionPay,Education,2773.70,16-01-2023 00:41,Shanghai,China,44,Female,3661,1322,5000,Point-of-Sale Terminal,Monday,No
X406JE76,Visa,Retail,3243.20,16-01-2023 14:42,Chicago,USA,23,Male,3973,2128.487,5000,Unknown,Monday,Yes
Y553US98,Visa,Utility bill,3823.50,17-01-2023 02:20,Hong Kong,China,30,Male,5007,3491.978,5000,Desktop,Tuesday,No
V114RV70,UnionPay,Online Shopping,9449.90,17-01-2023 22:16,Dubai,UAE,78,Male,13688,6504.56,10000,Contactless Payment Device,Tuesday,No
O471JF31,Mastercard,Healthcare,3303.30,18-01-2023 08:33,Paris,France,49,Female,4492,3883.047,5000,Contactless Payment Device,Wednesday,No
T701YU81,Visa,Online Shopping,11989.00,18-01-2023 11:38,Sydney,Australia,55,Male,14513,4838.001,15000,Point-of-Sale Terminal,Wednesday,No
U595BG63,American Express,Utility bill,14255.30,18-01-2023 16:04,Berlin,Germany,29,Female,15173,14486.513,15000,Mobile,Wednesday,Yes
A269YN50,American Express,Retail,11453.70,19-01-2023 06:51,New York,USA,31,Male,16394,8488.368,15000,Mobile,Thursday,No
G897TG78,Visa,Education,3494.00,19-01-2023 07:21,London,UK,73,Female,6305,3374.441,5000,Desktop,Thursday,No
B759IG30,Mastercard,Entertainment,10373.40,20-01-2023 09:49,Paris,France,67,Female,18028,6815.013,15000,Unknown,Friday,No
Z608LX74,American Express,Dining,17222.60,22-01-2023 04:50,Hong Kong,China,50,Female,19543,18718.572,20000,Mobile,Sunday,No
I315JZ46,Visa,Entertainment,3160.50,22-01-2023 16:50,Los Angeles,USA,35,Female,7012,3254.037,5000,Mobile,Sunday,No
T191IH45,American Express,Entertainment,4600.10,22-01-2023 18:22,Shanghai,China,73,Male,6467,,5000,Desktop,Sunday,No
T455MB36,UnionPay,Retail,7168.60,22-01-2023 19:08,Dubai,UAE,59,Female,13671,9953.035,10000,Point-of-Sale Terminal,Sunday,No
M131YI31,American Express,Online Shopping,5764.90,23-01-2023 00:42,New York,USA,31,Male,16913,3283.135,15000,Desktop,Monday,No
X873BQ73,American Express,Dining,15570.80,23-01-2023 09:18,Berlin,Germany,31,Female,21699,14292.639,20000,Mobile,Monday,No
A533NM70,Visa,Education,14668.40,23-01-2023 09:59,New York,USA,18,Male,29760,13856.223,20000,Mobile,Monday,Yes
D395JP22,Mastercard,Utility bill,8695.20,24-01-2023 01:50,Shanghai,China,70,Female,16322,4855.656,20000,Contactless Payment Device,Tuesday,No
I164MA58,Visa,Utility bill,4055.40,24-01-2023 05:22,Hong Kong,China,64,Male,,3445.413,15000,Desktop,Tuesday,No
Q928KO32,Visa,Online Shopping,12502.90,24-01-2023 16:17,Los Angeles,USA,57,Female,16578,6800.633,15000,Point-of-Sale Terminal,Tuesday,No
Z606RX96,Visa,Online Shopping,12494.10,24-01-2023 20:29,London,UK,31,Male,,11619.381,15000,Mobile,Tuesday,No
R181TM10,Visa,Education,9362.50,25-01-2023 08:49,Sydney,Australia,45,Female,11358,8204.603,10000,Desktop,Wednesday,No
N293LR72,Visa,Dining,15336.70,26-01-2023 01:06,Los Angeles,USA,27,Male,29474,11370.725,20000,Desktop,Thursday,No
Q490DW67,Visa,Healthcare,9599.00,26-01-2023 20:50,Hong Kong,China,32,Female,8539,4520.322,10000,Contactless Payment Device,Thursday,Yes
Q821QF12,Visa,Utility bill,8364.30,27-01-2023 21:52,Paris,France,27,Female,,5961.581,10000,Unknown,Friday,No
Q744KN88,Mastercard,Entertainment,3261.00,28-01-2023 04:19,London,UK,66,Male,15579,3477.554,20000,Point-of-Sale Terminal,Saturday,No
B805GX55,Visa,Transportation,3706.10,28-01-2023 10:13,Hong Kong,China,79,Male,4767,1825.36,5000,Contactless Payment Device,Saturday,No
M241RJ20,Mastercard,Education,14331.30,28-01-2023 21:42,Berlin,Germany,73,Female,20291,17452.34,20000,Point-of-Sale Terminal,Saturday,No
F639UG78,Mastercard,Retail,4706.20,28-01-2023 22:23,London,UK,62,Male,26972,6546.218,20000,Mobile,Saturday,No
B903IP50,Mastercard,Online Shopping,7985.80,29-01-2023 10:17,Berlin,Germany,40,Male,13472,4112.305,10000,Contactless Payment Device,Sunday,Yes
O480YM88,Mastercard,Entertainment,11239.30,30-01-2023 01:34,Shanghai,China,29,Female,12307,,15000,Point-of-Sale Terminal,Monday,Yes
H821BH68,Mastercard,Online Shopping,4033.70,30-01-2023 06:14,Tokyo,Japan,63,Male,4085,4164.429,5000,Point-of-Sale Terminal,Monday,Yes
O162AH84,American Express,Healthcare,4366.80,30-01-2023 10:25,Sydney,Australia,35,Female,6690,2493.974,5000,Desktop,Monday,Yes
T915QW30,Mastercard,Retail,9406.50,30-01-2023 17:11,Berlin,Germany,53,Male,12778,8138.567,10000,Desktop,Monday,No
M490LX16,Visa,Utility bill,4150.20,30-01-2023 22:54,Tokyo,Japan,55,Male,4970,3880.311,5000,Desktop,Monday,No
E934HM51,Mastercard,Transportation,15646.00,31-01-2023 10:52,Shanghai,China,77,Female,21944,6289.617,20000,Contactless Payment Device,Tuesday,No
Q720XJ66,American Express,Entertainment,7125.50,31-01-2023 13:35,New York,USA,80,Female,14093,4905.493,10000,Contactless Payment Device,Tuesday,No
Z550VC49,Visa,Online Shopping,8863.60,31-01-2023 14:24,Tokyo,Japan,70,,12461,9201.343,10000,Contactless Payment Device,Tuesday,No
V245TC48,Visa,Entertainment,12603.90,31-01-2023 14:48,Shanghai,China,71,Female,,7818.544,15000,Point-of-Sale Terminal,Tuesday,No
V559KA95,Mastercard,Transportation,13543.30,31-01-2023 17:05,Shanghai,China,59,Male,27001,18310.87,20000,Unknown,Tuesday,No
A209XS89,Mastercard,Online Shopping,5206.40,31-01-2023 17:29,Los Angeles,USA,63,Male,9762,4831.305,10000,Unknown,Tuesday,Yes
X439IV77,Mastercard,Entertainment,12629.80,31-01-2023 19:05,Paris,France,80,Female,15547,11883.837,15000,Point-of-Sale Terminal,Tuesday,Yes
Z530TF72,Visa,Online Shopping,10487.60,31-01-2023 21:02,Berlin,Germany,18,Male,17689,4211.604,15000,Point-of-Sale Terminal,Tuesday,Yes
X308MJ48,Visa,Online Shopping,5789.40,01-02-2023 02:41,London,UK,73,Female,14323,3421.797,10000,Contactless Payment Device,Wednesday,No
K505LD11,Visa,Education,9030.50,01-02-2023 04:42,Shanghai,China,50,Female,10946,6851.824,10000,Mobile,Wednesday,Yes
A580UO20,Visa,Utility bill,4967.70,01-02-2023 14:15,Hong Kong,China,38,Male,4954,4525.595,5000,Mobile,Wednesday,Yes
L923XS93,Mastercard,Online Shopping,6875.00,02-02-2023 01:24,Shanghai,China,45,Female,17725,8922.765,20000,Desktop,Thursday,No
M449MB30,Visa,Utility bill,3605.50,02-02-2023 15:01,Tokyo,Japan,52,Male,6395,1555.339,5000,Unknown,Thursday,Yes
L285GA57,UnionPay,Dining,6914.90,03-02-2023 11:26,Shanghai,China,76,Female,12901,7021.589,10000,Contactless Payment Device,Friday,No
S872OI54,American Express,Education,7758.20,03-02-2023 20:43,Hong Kong,China,76,Male,10537,6360.322,10000,Unknown,Friday,No
H924XI61,Visa,Education,7974.50,04-02-2023 03:27,New York,USA,26,Female,14554,7927.784,20000,Desktop,Saturday,Yes
C184WD99,Visa,Education,4164.20,04-02-2023 09:21,New York,USA,72,,11399,2478.569,15000,Point-of-Sale Terminal,Saturday,No
E153YK41,Mastercard,Retail,13229.90,05-02-2023 06:55,New York,USA,80,Male,,,15000,Mobile,Sunday,Yes
I253KB56,UnionPay,Online Shopping,3213.00,05-02-2023 09:42,New York,USA,63,Female,25864,4084.455,20000,Point-of-Sale Terminal,Sunday,No
Z480DF86,Visa,Retail,5759.10,05-02-2023 16:46,Hong Kong,China,49,Female,8004,,10000,Mobile,Sunday,No
Q242EF73,American Express,Education,5307.40,05-02-2023 16:49,Hong Kong,China,55,Female,11938,2851.684,10000,Mobile,Sunday,Yes
P170ZC55,Visa,Education,10431.70,06-02-2023 04:02,London,UK,49,Female,22983,7277.905,20000,Mobile,Monday,No
R775ZT78,Visa,Healthcare,2777.00,06-02-2023 10:38,Shanghai,China,30,Male,7295,1415.338,5000,Point-of-Sale Terminal,Monday,No
M263FJ58,Mastercard,Utility bill,12798.70,06-02-2023 18:21,London,UK,69,Female,11079,11158.56,15000,,Monday,No
R302HM41,Visa,Dining,2955.10,07-02-2023 09:51,Shanghai,China,24,Female,11792,1900.661,15000,Unknown,Tuesday,Yes
U750BI35,American Express,Entertainment,8313.30,07-02-2023 12:26,Hong Kong,China,78,Female,20210,5162.583,15000,Desktop,Tuesday,No
M929HY61,Mastercard,Retail,6510.30,07-02-2023 13:19,Tokyo,Japan,41,Female,12608,5756.339,10000,Contactless Payment Device,Tuesday,No
P301XT44,Visa,Retail,8281.10,08-02-2023 04:44,London,UK,60,Male,12551,3363.642,10000,Point-of-Sale Terminal,Wednesday,No
G691ZH16,Mastercard,Dining,12741.00,08-02-2023 06:30,Tokyo,Japan,77,Male,18582,10183.568,20000,Point-of-Sale Terminal,Wednesday,No
J797GQ13,Visa,Utility bill,13151.10,08-02-2023 10:59,Tokyo,Japan,39,Female,17119,5874.239,20000,Contactless Payment Device,Wednesday,No
I804ZG17,Visa,Dining,2660.00,08-02-2023 12:13,London,UK,61,Female,4525,1921.311,5000,Contactless Payment Device,Wednesday,Yes
A532PJ98,Mastercard,Utility bill,4015.10,08-02-2023 13:35,New York,USA,68,Male,5795,2250.625,5000,Point-of-Sale Terminal,Wednesday,Yes
Y547FP95,Mastercard,Dining,5993.60,08-02-2023 18:47,Berlin,Germany,46,Female,24105,2421.81,20000,Desktop,Wednesday,Yes
U119XG53,American Express,Online Shopping,5136.50,09-02-2023 00:51,Berlin,Germany,67,Male,23610,5678.928,20000,Unknown,Thursday,No
B430TI92,Mastercard,Education,9217.30,09-02-2023 03:46,Sydney,Australia,61,Female,24676,,20000,Desktop,Thursday,No
W841VT57,American Express,Dining,4644.00,09-02-2023 04:55,New York,USA,25,Male,5306,3118.523,5000,Point-of-Sale Terminal,Thursday,No
W948UL57,Visa,Online Shopping,11682.00,09-02-2023 07:45,Paris,France,19,Male,20531,14812.361,20000,Mobile,Thursday,No
H680PT88,Mastercard,Entertainment,13545.50,09-02-2023 16:04,Shanghai,China,78,Male,15437,6261.894,15000,Contactless Payment Device,Thursday,No
B564CI80,Visa,Online Shopping,4948.00,09-02-2023 22:51,New York,USA,58,Female,7317,4000.773,5000,Contactless Payment Device,Thursday,No
P446MJ64,American Express,Transportation,10671.10,09-02-2023 23:22,Hong Kong,China,56,Male,20285,12996.202,15000,Mobile,Thursday,No
L959TR89,Visa,Healthcare,6949.80,10-02-2023 02:09,Chicago,USA,64,Female,10201,9362.566,10000,Desktop,Friday,Yes
N733SF60,Visa,Transportation,19510.00,11-02-2023 01:24,Shanghai,China,59,Female,17888,17902.353,20000,Mobile,Saturday,No
Q134MI93,American Express,Education,13607.70,11-02-2023 06:59,Sydney,Australia,27,Female,,15226.891,20000,Mobile,Saturday,Yes
I614WX70,Visa,Education,6852.00,12-02-2023 20:16,Tokyo,Japan,29,Male,24314,3849.029,20000,Contactless Payment Device,Sunday,No
J688HE78,Visa,Education,4016.60,12-02-2023 21:11,Tokyo,Japan,58,Female,5057,2707.847,5000,Desktop,Sunday,Yes
N113RN96,Visa,Entertainment,13815.60,12-02-2023 21:53,Mumbai,India,39,Male,15526,14481.73,15000,Unknown,Sunday,No
H329MN21,American Express,Entertainment,4674.00,13-02-2023 18:57,New York,USA,77,Female,3593,4952.76,5000,Mobile,Monday,Yes
U634ET61,Visa,Entertainment,4316.00,13-02-2023 19:25,Hong Kong,China,42,Male,7408,4364.929,5000,Unknown,Monday,No
B182YJ83,Visa,Education,3207.60,13-02-2023 19:42,Tokyo,Japan,75,Male,19392,2463.436,20000,Mobile,Monday,Yes
B474KQ10,UnionPay,Transportation,8058.50,14-02-2023 05:12,Paris,France,44,Male,17907,4649.434,20000,Mobile,Tuesday,No
J647AU54,Mastercard,Entertainment,3942.80,14-02-2023 15:25,New York,USA,28,Male,7258,3063.264,5000,Point-of-Sale Terminal,Tuesday,No
P899ZY84,UnionPay,Retail,11207.30,14-02-2023 20:50,New York,USA,41,Male,21235,11577.91,15000,Unknown,Tuesday,No
S330SW33,American Express,Retail,13001.80,14-02-2023 23:29,Berlin,Germany,75,Male,14868,12177.375,15000,,Tuesday,Yes
U561GN51,Mastercard,Entertainment,12735.00,15-02-2023 03:43,Los Angeles,USA,78,Male,14305,8945.928,20000,Point-of-Sale Terminal,Wednesday,No
Q327UO63,Mastercard,Entertainment,5004.00,15-02-2023 09:30,Tokyo,Japan,51,Female,9164,4352.239,10000,Contactless Payment Device,Wednesday,No
V906XE80,Visa,Online Shopping,14703.30,15-02-2023 18:52,New York,USA,44,Male,23744,7745.623,20000,Mobile,Wednesday,No
K114WE65,American Express,Utility bill,3858.20,15-02-2023 18:52,Tokyo,Japan,73,Female,24769,1954.039,20000,Unknown,Wednesday,No
M938NR69,American Express,Online Shopping,4230.50,15-02-2023 20:54,Paris,France,42,Male,5538,3113.46,5000,Mobile,Wednesday,Yes
H134QU50,Visa,Transportation,10171.90,15-02-2023 21:42,New York,USA,69,,18131,11254.858,15000,Unknown,Wednesday,No
W545HX70,Mastercard,Online Shopping,4059.10,16-02-2023 06:24,Dubai,UAE,68,Male,7797,2975.668,10000,Contactless Payment Device,Thursday,Yes
J305DV68,Mastercard,Utility bill,3507.80,16-02-2023 09:45,Los Angeles,USA,33,Male,6217,2243.894,5000,Desktop,Thursday,No
S985WQ66,American Express,Utility bill,3299.00,17-02-2023 04:55,Tokyo,Japan,66,Male,16400,2705.675,15000,Mobile,Friday,Yes
S983RZ40,Mastercard,Online Shopping,12489.50,17-02-2023 10:21,Los Angeles,USA,69,Female,14786,9725.457,20000,Desktop,Friday,No
P352IW36,UnionPay,Education,8178.80,17-02-2023 11:03,Paris,France,55,Female,18204,9449.068,20000,Contactless Payment Device,Friday,No
W539HR71,Visa,Retail,5446.10,17-02-2023 11:16,New York,USA,39,Male,8534,2327.209,10000,Contactless Payment Device,Friday,Yes
W833AI36,Visa,Healthcare,14624.00,17-02-2023 16:44,Paris,France,28,Female,15595,13976.75,15000,Point-of-Sale Terminal,Friday,No
A198JH19,American Express,Retail,3483.40,17-02-2023 18:37,Chicago,USA,34,Male,14941,2263.868,10000,Contactless Payment Device,Friday,No
K701WO83,Visa,Retail,10956.00,18-02-2023 12:42,Tokyo,Japan,25,,21974,5514.879,20000,Mobile,Saturday,Yes
Q467KS23,Visa,Entertainment,10509.60,19-02-2023 12:16,Paris,France,27,Female,12799,11802.28,15000,Unknown,Sunday,No
K783QN12,Visa,Online Shopping,13426.40,19-02-2023 12:29,New York,USA,66,Female,15975,13191.919,20000,Contactless Payment Device,Sunday,No
Z734DX25,Visa,Entertainment,12387.40,19-02-2023 23:32,Hong Kong,China,70,Male,27643,13621.874,20000,Point-of-Sale Terminal,Sunday,No
S808WA17,Mastercard,Healthcare,7910.00,20-02-2023 09:23,Berlin,Germany,24,Male,,10307.835,15000,Unknown,Monday,No
T722HD56,Mastercard,Healthcare,14597.50,20-02-2023 09:31,Tokyo,Japan,69,Female,24751,17768.401,20000,Mobile,Monday,Yes
Z621GK95,American Express,Entertainment,13789.20,20-02-2023 10:32,Tokyo,Japan,47,Female,19183,11464.085,15000,Unknown,Monday,No
B502LC84,Mastercard,Dining,4878.40,20-02-2023 14:13,Shanghai,China,,Male,5820,3764.773,5000,Point-of-Sale Terminal,Monday,No
W212YR93,Visa,Utility bill,4022.60,20-02-2023 20:46,New York,USA,80,Female,5622,4090.327,5000,Mobile,Monday,No
O236PD58,Visa,Healthcare,10993.10,20-02-2023 22:56,London,UK,34,Male,,8815.484,15000,Unknown,Monday,No
U474YC94,UnionPay,Online Shopping,3374.50,21-02-2023 23:18,Dubai,UAE,33,Male,5265,2197.07,5000,Mobile,Tuesday,No
I717BU90,Visa,Online Shopping,11908.80,22-02-2023 04:55,New York,USA,72,Male,,8294.498,15000,,Wednesday,No
K327RJ72,Visa,Retail,2634.10,23-02-2023 16:10,Hong Kong,China,53,Male,4953,2380.064,5000,Desktop,Thursday,No
S513QJ84,UnionPay,Retail,5082.20,23-02-2023 18:23,Shanghai,China,78,Female,10499,6724.794,10000,Unknown,Thursday,No
C294CO75,American Express,Healthcare,11259.70,23-02-2023 18:35,Paris,France,72,Male,29792,9659.404,20000,Contactless Payment Device,Thursday,Yes
C776LL85,UnionPay,Transportation,9244.40,23-02-2023 19:09,London,UK,39,Female,7542,5373.151,10000,Unknown,Thursday,Yes
X245JL22,Mastercard,Utility bill,3070.00,23-02-2023 21:26,Berlin,Germany,31,Male,4138,1256.3,5000,Unknown,Thursday,No
P405PE13,American Express,Online Shopping,4129.20,23-02-2023 23:14,Shanghai,China,78,Male,9094,,10000,Mobile,Thursday,No
B978YH72,American Express,Dining,4522.80,23-02-2023 23:42,New York,USA,44,Male,6501,3930.022,5000,Unknown,Thursday,No
D698LR70,Mastercard,Healthcare,19188.10,24-02-2023 06:45,Los Angeles,USA,33,Male,18593,9483.298,20000,Desktop,Friday,No
W212VM98,American Express,Dining,6298.20,24-02-2023 15:28,Dubai,UAE,38,Male,13852,8286.02,10000,Mobile,Friday,No
V955LE86,Mastercard,Online Shopping,4237.30,25-02-2023 08:53,Los Angeles,USA,66,Female,7665,4819.146,10000,Desktop,Saturday,No
X863XP39,Visa,Retail,19838.80,25-02-2023 10:58,Berlin,Germany,19,Female,,19168.546,20000,Point-of-Sale Terminal,Saturday,No
X929HG24,Visa,Healthcare,2560.70,25-02-2023 21:07,Los Angeles,USA,38,Male,5727,3076.29,5000,Point-of-Sale Terminal,Saturday,Yes
D727QA94,Visa,Education,10802.90,25-02-2023 21:46,Tokyo,Japan,61,Female,21410,9652.175,20000,Desktop,Saturday,No
U420FD92,Visa,Transportation,5076.20,26-02-2023 16:02,Shanghai,China,34,Female,14510,3600.897,15000,Desktop,Sunday,No
X872QN19,American Express,Dining,3012.30,26-02-2023 16:40,Shanghai,China,28,Female,5716,2316.503,5000,Mobile,Sunday,Yes
S177PA88,Visa,Entertainment,4387.20,27-02-2023 05:52,London,UK,,Female,11741,3878.558,15000,Mobile,Monday,No
J572HJ33,American Express,Online Shopping,6531.70,28-02-2023 00:23,Los Angeles,USA,47,,16280,3569.158,15000,Desktop,Tuesday,Yes
H487UU83,Mastercard,Online Shopping,3235.80,28-02-2023 02:39,Tokyo,Japan,71,Female,5759,4009.063,5000,Unknown,Tuesday,Yes
S834SD23,Mastercard,Retail,8059.00,28-02-2023 09:12,Tokyo,Japan,76,Female,23463,8042.154,20000,Mobile,Tuesday,No
J868GO98,Visa,Retail,9041.00,28-02-2023 10:07,Paris,France,37,Female,7984,5920.287,10000,Desktop,Tuesday,No
S264FH97,Mastercard,Healthcare,15560.60,28-02-2023 10:56,Los Angeles,USA,49,Female,14229,,20000,Desktop,Tuesday,No
Q579XE70,Mastercard,Transportation,5000.50,28-02-2023 11:06,New York,USA,67,Female,,4457.514,15000,Contactless Payment Device,Tuesday,No
S125DS99,American Express,Online Shopping,2546.80,01-03-2023 01:49,Dubai,UAE,30,Female,6393,3321.456,5000,Contactless Payment Device,Wednesday,No
X571AX83,Visa,Transportation,9863.80,01-03-2023 16:45,Dubai,UAE,40,Female,15294,9597.415,20000,Mobile,Wednesday,No
V863SQ56,Mastercard,Retail,14409.70,01-03-2023 23:03,London,UK,18,Male,,13760.441,20000,Desktop,Wednesday,Yes
R744UA27,Visa,Transportation,4908.90,02-03-2023 00:02,Paris,France,27,,13775,5359.935,15000,Unknown,Thursday,Yes
B106OE40,Visa,Dining,6500.10,02-03-2023 01:12,London,UK,80,Male,20925,8728.836,15000,Contactless Payment Device,Thursday,No
R388SV63,Mastercard,Retail,9802.70,02-03-2023 11:53,Dubai,UAE,76,Male,13598,8222.793,10000,Contactless Payment Device,Thursday,No
Q574NK18,Mastercard,Utility bill,9360.70,02-03-2023 12:02,Shanghai,China,62,Male,15572,4091.687,15000,Point-of-Sale Terminal,Thursday,Yes
O468YN71,Mastercard,Entertainment,3143.60,02-03-2023 18:25,New York,USA,71,Female,6021,3664.016,5000,Mobile,Thursday,No
S639HK14,American Express,Education,5744.90,03-03-2023 00:27,Sydney,Australia,29,Male,13030,5271.517,10000,Unknown,Friday,No
W513VS80,American Express,Entertainment,5735.60,03-03-2023 02:11,Toronto,Canada,51,Female,17488,6916.962,20000,Unknown,Friday,No
R240AU40,Visa,Education,12391.10,03-03-2023 07:12,Paris,France,66,Male,21085,15162.465,20000,Unknown,Friday,No
G438LI48,UnionPay,Retail,14892.70,03-03-2023 09:06,Mumbai,India,71,Female,19116,13359.104,15000,Mobile,Friday,No
W690HI92,Visa,Education,3872.50,03-03-2023 13:07,Dubai,UAE,21,Female,20035,3370.329,15000,Point-of-Sale Terminal,Friday,No
U315CG92,Visa,Dining,16585.90,03-03-2023 13:51,Dubai,UAE,19,Female,27473,11034.409,20000,Desktop,Friday,Yes
N276DY85,American Express,Healthcare,4930.40,04-03-2023 07:08,Hong Kong,China,47,Female,3942,4826.549,5000,Mobile,Saturday,No
W317SB97,Visa,Utility bill,2778.50,04-03-2023 09:32,Berlin,Germany,24,Male,7431,1828.552,5000,Mobile,Saturday,No
X490XT27,American Express,Online Shopping,8817.20,04-03-2023 20:09,Tokyo,Japan,46,Female,15060,12137.171,15000,Point-of-Sale Terminal,Saturday,No
R779LR28,American Express,Retail,13051.00,04-03-2023 21:03,Los Angeles,USA,43,Male,29026,9052.067,20000,Desktop,Saturday,No
H685UM56,Mastercard,Dining,4324.10,05-03-2023 06:32,New York,USA,19,Female,5417,4205.651,5000,Desktop,Sunday,No
H107LM63,Visa,Entertainment,3473.30,06-03-2023 04:44,Hong Kong,China,75,Female,3944,4685.602,5000,Point-of-Sale Terminal,Monday,Yes
H252GT26,Visa,Retail,13888.30,06-03-2023 22:18,Hong Kong,China,64,Female,19761,10608.231,15000,Unknown,Monday,No
F291AF67,Visa,Entertainment,16841.60,07-03-2023 06:28,London,UK,31,Female,23643,14657.751,20000,Contactless Payment Device,Tuesday,No
U955HP81,American Express,Online Shopping,4848.30,07-03-2023 19:16,Hong Kong,China,64,Male,8716,2530.998,10000,Mobile,Tuesday,Yes
N462GO51,Mastercard,Online Shopping,7180.60,08-03-2023 06:13,New York,USA,51,Male,17574,5867.939,20000,Mobile,Wednesday,No
F581KG27,Mastercard,Entertainment,12878.90,08-03-2023 16:27,Dubai,UAE,61,Female,18939,,20000,Desktop,Wednesday,No
Y732CJ51,Visa,Online Shopping,17108.10,08-03-2023 17:49,Hong Kong,China,32,Female,27213,13575.524,20000,Unknown,Wednesday,No
B444NG46,Mastercard,Healthcare,8592.00,08-03-2023 19:55,Paris,France,68,Female,14779,9848.213,20000,Point-of-Sale Terminal,Wednesday,Yes
T132KN14,American Express,Dining,2518.90,08-03-2023 22:13,Dubai,UAE,57,Male,14748,3106.291,20000,Mobile,Wednesday,No
W983JV29,Visa,Healthcare,3302.90,08-03-2023 23:31,New York,USA,53,Female,3536,2020.442,5000,Desktop,Wednesday,No
J397LE29,Visa,Online Shopping,8639.80,09-03-2023 02:46,Toronto,Canada,77,Male,10160,9842.805,10000,Mobile,Thursday,No
Y883ZQ57,Mastercard,Retail,4510.80,09-03-2023 09:16,Paris,France,71,Female,7536,3603.324,10000,Desktop,Thursday,No
S648GN58,American Express,Utility bill,4585.30,09-03-2023 10:34,Dubai,UAE,41,Female,,3057.817,5000,Mobile,Thursday,No
I902DR29,Visa,Utility bill,9966.00,10-03-2023 03:39,Los Angeles,USA,36,Male,13320,9647.589,10000,Desktop,Friday,Yes
H309LJ53,Mastercard,Online Shopping,13991.50,10-03-2023 13:55,New York,USA,47,Female,19742,5784.807,15000,Contactless Payment Device,Friday,No
X848YL63,American Express,Utility bill,17147.40,10-03-2023 16:39,Los Angeles,USA,55,Female,22354,17293.863,20000,Point-of-Sale Terminal,Friday,No
P745FR73,Mastercard,Retail,14769.10,10-03-2023 18:46,New York,USA,30,Female,,5921.062,15000,Desktop,Friday,No
M847MY78,American Express,Online Shopping,18075.80,11-03-2023 06:23,Paris,France,22,Male,18410,14054.756,20000,Point-of-Sale Terminal,Saturday,Yes
P604SS79,Visa,Entertainment,8359.70,11-03-2023 14:17,Sydney,Australia,74,Female,20361,4070.028,15000,Mobile,Saturday,Yes
E192IU89,Mastercard,Utility bill,6899.50,11-03-2023 17:13,Los Angeles,USA,38,Male,17776,4041.985,15000,Contactless Payment Device,Saturday,No
